MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
1-STORY 1946+,RL,65,8775,,Lvl,Inside,0,1Fam,1Story,5,5,1994,1994,Gable,CompShg,None,0,3,3,PConc,4,3,0,6,495,1,0,495,990,GasA,4,1,5,990,0,990,Attchd,1996,1,1,299,3,2,0,64,0,0,0,0,0,0,,Apr,2007,126000
1-STORY 1946+,RL,80,11040,,Lvl,Inside,0,1Fam,1Story,6,7,1971,2004,Gable,CompShg,BrkFace,144,4,4,CBlock,3,3,0,5,656,1,0,602,1258,GasA,5,1,5,1258,0,1258,Attchd,1971,2,2,528,3,2,55,0,0,216,0,0,0,0,,Oct,2008,145000
1-STORY 1946+,RL,75,7500,,Lvl,Corner,0,1Fam,1Story,5,5,1963,1963,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,824,1,0,216,1040,GasA,2,1,5,1040,0,1040,Attchd,1963,3,1,308,3,2,0,0,220,0,0,0,0,3,,June,2010,133000
1-STORY 1946+,RL,70,8749,,Lvl,Inside,0,1Fam,1Story,7,5,2002,2002,Gable,CompShg,BrkFace,100,4,3,PConc,4,3,0,1,0,1,0,1459,1459,GasA,5,1,5,1459,0,1459,Attchd,2002,2,2,527,3,2,192,39,0,0,0,0,0,0,,Sept,2007,192000
1-STORY 1946+,RL,80,8800,,Lvl,Inside,0,1Fam,1Story,6,6,1964,1964,Hip,CompShg,BrkFace,425,3,3,CBlock,3,3,0,4,553,1,0,698,1251,GasA,3,1,5,1251,0,1251,Attchd,1964,2,1,461,3,2,0,116,0,0,0,0,0,3,Shed,Mar,2006,160000
2-STORY 1946+,RL,,13031,,Lvl,Corner,0,1Fam,2Story,6,5,1995,1996,Gable,CompShg,None,0,3,3,PConc,4,3,0,5,592,1,0,99,691,GasA,4,1,5,691,807,1498,Attchd,1995,3,2,409,3,2,315,44,0,0,0,0,0,0,,July,2006,187500
SPLIT FOYER,RL,73,9069,,Lvl,Inside,0,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,None,0,3,3,PConc,4,3,2,6,747,1,0,189,936,GasA,5,1,5,996,0,996,Attchd,1992,1,2,564,3,2,120,0,0,0,0,0,0,0,,Apr,2010,147000
2-STORY PUD 1946+,RM,,1974,,Lvl,Inside,0,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,334,1,0,212,546,GasA,3,1,5,546,546,1092,Attchd,1973,2,1,286,3,2,120,96,0,0,0,0,0,0,,May,2010,83500
2-STORY 1946+,FV,85,10574,,Lvl,Inside,0,1Fam,2Story,8,5,2005,2006,Gable,CompShg,None,0,4,3,PConc,4,3,1,1,0,1,0,1082,1082,GasA,5,1,5,1082,871,1953,Attchd,2005,2,3,1043,3,2,160,50,0,0,0,0,0,0,,May,2009,252000
2-STORY PUD 1946+,RM,24,2522,,Lvl,Inside,0,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,Stone,50,4,3,PConc,4,3,0,1,0,1,0,970,970,GasA,5,1,5,970,739,1709,Detchd,2004,1,2,380,3,2,0,40,0,0,0,0,0,0,,Apr,2006,137500
1-STORY PUD 1946+,FV,37,3316,Pave,Lvl,Inside,0,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,1039,1,0,208,1247,GasA,5,1,5,1247,0,1247,Attchd,2005,3,2,550,3,2,0,84,0,0,0,0,0,0,,Apr,2006,197000
DUPLEX,RL,60,8544,,Lvl,Corner,0,Duplex,1Story,3,4,1950,1950,Gable,CompShg,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,4,1040,0,1040,Detchd,1987,1,2,400,3,2,0,0,0,0,0,0,0,0,,June,2009,92900
2-STORY PUD 1946+,FV,24,2160,Pave,Lvl,Inside,0,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,BrkFace,212,4,3,PConc,4,3,0,4,510,1,0,90,600,GasA,5,1,5,624,628,1252,Detchd,1999,1,2,462,3,2,0,48,0,0,0,0,0,0,,Mar,2008,160000
1-1/2 STORY FIN,RL,60,8400,,Bnk,Inside,0,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,None,0,3,3,PConc,3,3,0,3,423,1,0,758,1181,GasA,2,1,5,1390,304,1694,Detchd,1925,1,2,576,3,2,342,0,128,0,0,0,0,0,,June,2008,136500
1-STORY 1946+,RL,71,9230,,Lvl,Corner,0,1Fam,1Story,5,8,1965,1998,Hip,CompShg,BrkFace,166,3,3,CBlock,3,3,1,6,661,1,0,203,864,GasA,4,1,5,1200,0,1200,Detchd,1977,1,2,884,3,2,0,64,0,0,0,0,0,3,,Oct,2006,146000
1-STORY 1946+,RL,74,5868,,Lvl,Inside,0,1Fam,1Story,5,7,1956,2000,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,248,3,240,448,936,GasA,5,1,5,936,0,936,Attchd,1956,3,1,308,3,2,0,0,80,0,160,0,0,0,,May,2010,129000
1-STORY 1946+,RL,78,9317,,Lvl,Inside,0,1Fam,1Story,6,5,2006,2006,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,24,1,0,1290,1314,GasA,4,1,5,1314,0,1314,Attchd,2006,2,2,440,3,2,0,22,0,0,0,0,0,0,,Mar,2007,176432
2-STORY 1945-,RM,60,6882,,Lvl,Inside,0,1Fam,2Story,6,7,1914,2006,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,684,684,GasA,3,1,5,773,582,1355,,1914,0,0,0,0,2,136,0,115,0,0,0,0,0,,Mar,2007,127000
1-STORY PUD 1946+,RL,,3696,,Lvl,Inside,0,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,None,0,4,3,CBlock,4,3,0,1,0,1,0,1074,1074,GasA,5,1,5,1088,0,1088,Attchd,1987,2,2,461,3,2,0,74,137,0,0,0,0,0,,Oct,2007,170000
1-1/2 STORY FIN,RM,50,6000,,Lvl,Inside,0,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,4,672,1,0,0,672,GasA,3,1,5,757,567,1324,Detchd,1936,1,1,240,3,2,0,0,0,0,0,0,0,0,,July,2009,128000
1-STORY 1946+,RL,82,11880,,Lvl,Inside,0,1Fam,1Story,7,5,1978,1978,Gable,CompShg,BrkFace,206,3,3,CBlock,4,3,0,5,704,1,0,567,1271,GasA,3,1,5,1601,0,1601,Attchd,1978,2,2,478,3,2,0,0,0,0,0,0,0,0,,Apr,2009,157000
1-STORY 1945-,RL,60,8400,,Bnk,Inside,0,1Fam,1Story,2,5,1920,1950,Gable,CompShg,None,0,3,3,CBlock,3,2,0,3,290,1,0,0,290,GasA,3,0,3,438,0,438,Detchd,1930,1,1,246,3,0,0,0,0,0,0,0,0,0,,Jan,2009,60000
1-STORY 1946+,RL,61,9758,,Lvl,Inside,0,1Fam,1Story,5,5,1971,1971,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,412,3,287,251,950,GasA,3,1,5,950,0,950,Detchd,1981,1,1,280,3,2,0,0,0,0,0,0,0,0,,July,2007,119500
1-STORY 1946+,RL,70,7000,,Lvl,Inside,0,1Fam,1Story,5,7,1960,2002,Gable,CompShg,BrkFace,45,3,3,CBlock,3,3,0,3,588,1,0,422,1010,GasA,5,1,5,1134,0,1134,Attchd,1960,2,1,254,3,2,0,16,0,0,0,0,0,1,,Apr,2007,135000
1-STORY 1946+,RL,79,8910,,Lvl,Corner,0,1Fam,1Story,6,6,1959,1959,Hip,CompShg,None,0,3,3,CBlock,3,3,1,5,655,1,0,0,655,GasA,5,1,5,1194,0,1194,BuiltIn,1954,3,2,539,3,2,0,0,192,0,0,0,0,0,,July,2006,159500
2-STORY PUD 1946+,RM,24,2016,,Lvl,Inside,0,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,BrkFace,304,3,3,CBlock,3,3,0,1,0,1,0,630,630,GasA,3,1,5,630,672,1302,Detchd,1970,1,2,440,3,2,0,0,0,0,0,0,0,0,,Apr,2007,106000
2-STORY 1946+,RL,98,12256,,Lvl,Corner,0,1Fam,2Story,8,5,1994,1995,Gable,CompShg,BrkFace,362,4,3,PConc,5,3,2,6,1032,1,0,431,1463,GasA,5,1,5,1500,1122,2622,Attchd,1994,2,2,712,3,2,186,32,0,0,0,0,0,0,,Apr,2010,325000
1-STORY 1946+,RL,114,10357,,Lvl,Corner,0,1Fam,1Story,7,5,1990,1991,Hip,CompShg,None,0,4,3,PConc,4,3,1,6,738,1,0,172,910,GasA,4,1,5,1442,0,1442,Attchd,1990,3,2,719,3,2,0,244,0,0,0,0,0,0,,May,2007,179900
2-STORY 1946+,RL,168,23257,,HLS,CulDSac,0,1Fam,2Story,7,5,2006,2006,Gable,CompShg,None,0,4,3,PConc,5,4,0,1,0,1,0,868,868,GasA,5,1,5,887,1134,2021,BuiltIn,2006,2,2,422,3,2,0,100,0,0,0,0,0,0,,Sept,2006,274725
2-STORY 1946+,RL,,8063,,Lvl,Inside,0,1Fam,2Story,6,5,2000,2000,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,924,924,GasA,5,1,5,948,742,1690,Attchd,2000,2,2,463,3,2,100,48,0,0,0,0,0,0,,Nov,2007,181000
1-STORY 1946+,RL,107,11362,,Lvl,Inside,0,1Fam,1Story,8,5,2004,2005,Gable,CompShg,Stone,42,4,3,PConc,5,3,1,6,1039,1,0,797,1836,GasA,5,1,5,1836,0,1836,Attchd,2004,3,3,862,3,2,125,185,0,0,0,0,0,0,,Mar,2009,280000
2-STORY 1946+,RL,,8000,,Lvl,Inside,0,1Fam,2Story,6,5,1995,1996,Gable,CompShg,None,0,3,3,PConc,4,3,0,6,219,1,0,554,773,GasA,4,1,5,773,885,1658,Attchd,1995,3,2,431,3,2,224,84,0,0,0,0,0,0,,June,2008,188000
2-STORY 1946+,RL,80,10480,,Lvl,Inside,0,1Fam,2Story,7,6,1976,1976,Hip,CompShg,BrkFace,660,3,3,CBlock,3,3,0,5,403,1,0,400,803,GasA,3,1,5,1098,866,1964,Attchd,1976,2,2,483,3,2,0,69,0,0,0,0,0,0,,Sept,2008,205000
1-STORY 1946+,RL,73,7100,,Lvl,Corner,0,1Fam,1Story,5,7,1957,1957,Gable,CompShg,None,0,3,3,CBlock,3,3,0,6,708,1,0,108,816,GasA,3,1,4,816,0,816,Detchd,1957,1,1,308,3,2,0,0,0,0,0,0,0,0,,July,2006,129900
1-STORY 1946+,RL,66,8923,,Lvl,Inside,0,1Fam,1Story,5,7,1953,2006,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,643,1,0,365,1008,GasA,4,1,5,1008,0,1008,Attchd,1953,1,1,240,3,2,0,18,0,0,0,0,0,0,,May,2007,134500
1-STORY 1946+,RL,90,5400,,Lvl,Inside,0,1Fam,1Story,5,7,1954,2000,Gable,CompShg,None,0,3,4,CBlock,3,3,0,3,415,1,0,418,833,GasA,5,1,5,833,0,833,Detchd,1955,1,1,326,3,2,0,0,0,0,0,0,0,3,,Aug,2006,117000
1-STORY 1946+,RL,93,12085,,Lvl,Inside,0,1Fam,1Story,8,5,2007,2007,Hip,CompShg,Stone,328,4,3,PConc,5,3,0,6,1004,1,0,730,1734,GasA,5,1,5,1734,0,1734,Attchd,2007,2,3,928,3,2,0,0,0,0,0,0,0,0,,Nov,2007,318000
SPLIT OR MULTI-LEVEL,RL,,7750,,Lvl,Inside,0,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,None,0,4,3,PConc,4,3,0,6,353,1,0,55,408,GasA,5,1,5,779,640,1419,BuiltIn,2002,3,2,527,3,2,120,0,0,0,0,0,0,0,,Mar,2009,184100
1-STORY 1946+,RL,57,9764,,Lvl,FR2,0,1Fam,1Story,5,7,1967,2003,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,702,1,0,192,894,GasA,5,1,5,894,0,894,Attchd,1967,2,2,450,3,2,0,0,0,0,0,0,0,0,,May,2008,130000
SPLIT OR MULTI-LEVEL,RL,85,13825,,Lvl,Inside,0,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,None,0,3,4,CBlock,3,3,0,1,0,1,0,533,533,GasA,3,1,5,1021,580,1601,BuiltIn,1958,2,1,300,3,2,280,34,0,0,0,0,0,0,,Dec,2008,140000
1-STORY 1946+,RL,70,7560,,Lvl,Inside,0,1Fam,1Story,5,5,1959,1959,Gable,CompShg,None,0,3,3,CBlock,3,3,0,2,369,1,0,671,1040,GasA,3,1,4,1040,0,1040,Attchd,1959,2,1,286,3,2,140,0,252,0,0,0,0,2,,July,2006,133700
1-STORY 1945-,RM,59,8263,,Bnk,Inside,1,1Fam,1Story,6,5,1920,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,1012,1012,GasA,3,1,4,1012,0,1012,Detchd,1920,1,1,308,3,2,0,22,112,0,0,0,0,3,,May,2007,118400
1-STORY 1946+,RL,84,10084,,Lvl,Inside,0,1Fam,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,196,4,3,PConc,4,3,2,6,24,1,0,1528,1552,GasA,5,1,5,1552,0,1552,Attchd,2005,2,3,782,3,2,144,20,0,0,0,0,0,0,,July,2006,212900
1-STORY 1946+,RL,,8926,,Lvl,Corner,0,1Fam,1Story,4,3,1956,1956,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,672,672,GasA,5,1,4,960,0,960,Basment,1956,1,1,288,3,2,64,0,0,0,160,0,0,3,,Oct,2009,112000
1-STORY 1946+,RL,50,9405,,Lvl,Inside,0,1Fam,1Story,5,9,1947,2008,Hip,CompShg,None,0,3,5,CBlock,3,3,0,1,0,1,0,698,698,GasA,5,1,5,698,0,698,,1947,0,0,0,0,2,0,200,0,0,0,0,0,0,,June,2009,118000
SPLIT OR MULTI-LEVEL,RL,,9125,,Lvl,Inside,0,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,BrkFace,170,3,3,PConc,4,3,0,1,0,1,0,384,384,GasA,4,1,5,812,670,1482,Attchd,1992,3,2,392,3,2,100,25,0,0,0,0,0,0,,July,2007,163900
1-STORY 1946+,RL,60,10434,,Lvl,Inside,0,1Fam,1Story,4,5,1955,1955,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,1005,1005,GasA,3,1,5,1005,0,1005,Detchd,1977,1,2,672,2,2,0,0,0,0,0,0,0,0,,Nov,2009,115000
1-STORY PUD 1946+,RL,53,3684,,Lvl,Inside,0,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,BrkFace,130,4,3,PConc,4,3,0,1,0,1,0,1373,1373,GasA,5,1,5,1555,0,1555,Attchd,2007,3,3,660,3,2,143,20,0,0,0,0,0,0,,June,2009,174000
1-STORY 1946+,RL,182,14572,,Lvl,Corner,0,1Fam,1Story,7,5,2004,2004,Hip,CompShg,None,0,4,3,PConc,4,3,2,6,1300,1,0,230,1530,GasA,5,1,5,1530,0,1530,Attchd,2004,3,3,630,3,2,144,36,0,0,0,0,0,0,,Nov,2007,259000
2-STORY 1946+,RL,59,11796,,Lvl,Inside,0,1Fam,2Story,7,5,2004,2005,Gable,CompShg,None,0,4,3,PConc,4,3,2,1,0,1,0,847,847,GasA,5,1,5,847,1112,1959,BuiltIn,2004,3,2,434,3,2,100,48,0,0,0,0,0,0,,July,2007,215000
DUPLEX,RM,60,7200,Grvl,Lvl,Inside,0,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,BrkFace,180,3,3,CBlock,4,3,3,6,936,1,0,0,936,GasA,3,1,5,936,0,936,Detchd,1980,1,2,672,3,2,49,0,0,0,0,0,0,0,,Aug,2007,140000
1-1/2 STORY FIN,RL,65,7804,,Lvl,Inside,0,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,4,622,1,0,500,1122,GasA,3,1,5,1328,653,1981,Detchd,1981,1,2,576,3,2,431,44,0,0,0,0,0,3,,Dec,2009,135000
1-STORY 1946+,RL,63,10712,,Lvl,Inside,0,1Fam,1Story,5,5,1991,1992,Gable,CompShg,None,0,3,3,PConc,4,3,1,4,212,1,0,762,974,GasA,3,1,5,974,0,974,,1991,0,0,0,0,2,0,28,0,0,0,0,0,3,,Sept,2007,93500
2-STORY 1945-,RM,90,9900,,Lvl,Inside,0,1Fam,2Story,6,4,1880,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,1,1,0,1,0,1008,1008,GasW,3,1,5,1178,1032,2210,Detchd,1930,1,1,205,2,0,0,48,0,0,0,0,0,0,,May,2007,117500
2-STORY 1946+,RL,80,9828,,Lvl,Inside,0,1Fam,2Story,8,5,1995,1995,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,584,1,0,544,1128,GasA,5,1,5,1142,878,2020,Attchd,1995,2,2,466,3,2,0,155,0,0,0,0,0,0,,June,2009,239500
2-STORY 1946+,RL,57,8773,,HLS,Inside,0,1Fam,2Story,6,5,1997,1997,Gable,CompShg,None,0,3,3,PConc,4,3,2,1,0,1,0,916,916,GasA,4,1,5,916,684,1600,Attchd,1997,3,2,460,3,2,100,38,0,0,0,0,0,0,,Aug,2007,169000
1-STORY 1945-,RM,60,6180,,Lvl,Corner,0,1Fam,1Story,6,5,1926,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,960,960,GasA,3,0,5,986,0,986,Detchd,1926,1,1,180,3,2,0,128,0,0,0,0,0,0,,May,2007,102000
1-1/2 STORY FIN,RL,80,9600,,Lvl,Inside,0,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,280,1,0,752,1032,GasA,3,1,4,1032,220,1252,Attchd,1950,1,1,288,3,2,0,0,96,0,0,0,0,0,,Apr,2008,119000
1-1/2 STORY FIN,RL,54,6342,,Lvl,Inside,0,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,None,0,3,4,CBlock,3,3,0,1,0,1,0,780,780,GasA,4,0,5,780,240,1020,,1875,0,0,0,0,0,0,0,176,0,0,0,0,0,,May,2010,94000
1-STORY 1946+,RL,,9819,,Lvl,Inside,1,1Fam,1Story,6,5,1977,1977,Gable,CompShg,None,0,3,3,PConc,3,3,3,5,1567,1,0,0,1567,GasA,3,1,5,1567,0,1567,Attchd,1977,2,2,714,3,2,264,32,0,0,0,0,0,0,,May,2009,196000
1-STORY 1945-,RL,98,8731,,Lvl,Inside,0,1Fam,1Story,5,5,1920,1950,Gable,CompShg,None,0,3,2,BrkTil,3,3,0,4,645,1,0,270,915,GasA,3,1,5,1167,0,1167,Detchd,1972,1,2,495,3,2,0,0,216,0,126,0,0,0,,May,2007,144000
1-STORY 1946+,RL,60,7350,,Lvl,Corner,0,1Fam,1Story,5,7,1951,1951,Gable,CompShg,None,0,3,3,CBlock,3,3,1,5,852,1,0,100,952,GasA,3,1,5,952,0,952,Detchd,1988,1,2,840,3,2,0,0,0,0,0,0,0,0,,June,2008,139000
2-STORY 1946+,RL,,10304,,Lvl,CulDSac,0,1Fam,2Story,5,7,1976,1976,Gable,CompShg,BrkFace,44,3,4,CBlock,3,3,0,5,381,1,0,399,780,GasA,5,1,5,1088,780,1868,Attchd,1976,1,2,484,3,2,448,96,0,0,0,0,0,0,,Oct,2009,197500
2-STORY 1946+,RL,77,9965,,Lvl,Inside,0,1Fam,2Story,8,5,2006,2007,Hip,CompShg,Stone,340,4,3,PConc,5,3,3,6,1150,1,0,316,1466,GasA,5,1,5,1466,1362,2828,BuiltIn,2006,2,3,1052,3,2,125,144,0,0,0,0,0,0,,Apr,2007,424870
1-STORY 1946+,RL,,9000,,Lvl,Inside,0,1Fam,1Story,5,3,1959,1959,Gable,CompShg,None,0,3,3,CBlock,3,3,0,6,288,1,0,718,1006,GasA,3,1,5,1006,0,1006,,1959,0,0,0,0,2,0,24,0,0,0,0,0,0,,July,2008,80000
2 FAMILY CONVERSION,RL,60,12180,,Lvl,Inside,0,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,None,0,3,2,BrkTil,4,3,0,4,348,1,0,324,672,Grav,2,0,4,672,252,924,Detchd,1941,1,1,280,3,2,0,0,0,0,0,0,0,3,,July,2010,80000
1-1/2 STORY FIN,RM,52,6240,,Lvl,Inside,0,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,1042,1042,GasA,5,1,5,1042,534,1576,Detchd,1928,1,1,225,3,2,0,0,0,0,0,0,0,0,,Aug,2006,149000
1-STORY 1946+,RL,,11200,,Lvl,Inside,0,1Fam,1Story,6,5,1985,1985,Gable,CompShg,BrkFace,85,4,3,CBlock,4,3,0,6,1258,1,0,40,1298,GasA,3,1,5,1298,0,1298,Attchd,1985,1,2,403,3,2,165,26,0,0,0,0,0,0,,May,2006,180000
2-STORY 1945-,RL,75,12000,,Bnk,Inside,0,1Fam,2Story,7,7,1941,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,275,1,0,429,704,GasA,5,1,5,860,704,1564,Attchd,1941,1,1,234,3,2,0,0,0,0,0,0,0,0,,July,2009,174500
1-1/2 STORY FIN,RM,,5700,,Lvl,Inside,0,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,572,572,GasA,3,1,5,572,539,1111,Detchd,1982,1,1,288,3,2,0,0,176,0,0,0,0,0,,Aug,2008,116900
2-STORY 1945-,RM,50,9000,,Lvl,Inside,0,1Fam,2Story,7,9,1920,1988,Hip,CompShg,None,0,3,4,PConc,3,3,0,5,624,1,0,26,650,GasA,5,1,5,832,650,1482,Detchd,1930,1,2,324,3,2,0,0,0,0,0,0,0,0,,July,2009,143000
1-STORY 1946+,RL,57,8280,,Lvl,Inside,0,1Fam,1Story,6,5,1950,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,932,932,GasA,5,1,4,932,0,932,Attchd,1950,1,1,306,3,2,0,0,214,0,0,0,0,4,,Nov,2007,124000
1-STORY 1946+,RL,134,17755,,Lvl,Inside,0,1Fam,1Story,5,4,1959,1959,Gable,CompShg,BrkFace,132,3,3,CBlock,3,3,0,4,176,1,0,1290,1466,GasA,3,1,5,1466,0,1466,Attchd,1959,3,2,528,3,2,0,140,0,0,100,0,0,0,,Nov,2006,149900
1-STORY 1946+,RL,90,14115,,Lvl,Inside,0,1Fam,1Story,6,7,1956,2004,Gable,CompShg,None,0,3,3,PConc,3,3,0,5,296,6,547,230,1073,GasA,5,1,5,1811,0,1811,Attchd,1956,3,2,470,3,2,0,0,280,0,0,0,0,0,,July,2006,230000
1-STORY 1945-,RM,,5890,,Lvl,Corner,0,1Fam,1Story,6,8,1930,2007,Gable,CompShg,None,0,4,4,BrkTil,3,3,2,5,538,1,0,278,816,GasA,5,1,5,816,0,816,Detchd,2002,1,1,432,3,2,0,0,96,0,0,0,0,0,,June,2008,120500
2-STORY 1946+,RL,,13700,,Lvl,Inside,0,1Fam,2Story,7,6,1965,1988,Gable,CompShg,Stone,288,3,3,CBlock,3,3,3,5,454,1,0,410,864,GasA,3,1,5,902,918,1820,Attchd,1965,1,2,492,3,2,60,84,0,0,273,0,0,4,,May,2008,201800
1-STORY 1946+,RL,90,10768,,Lvl,Corner,0,1Fam,1Story,5,8,1976,2004,Gable,CompShg,None,0,4,4,CBlock,4,3,3,5,1157,1,0,280,1437,GasA,3,1,5,1437,0,1437,Attchd,1976,2,2,528,3,2,0,21,0,0,180,0,0,0,,July,2007,218000
SPLIT OR MULTI-LEVEL,RL,85,9350,,Lvl,Inside,0,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,None,0,3,4,PConc,3,3,3,5,633,1,0,586,1219,GasA,4,1,5,1265,0,1265,Attchd,1965,2,2,502,3,2,0,92,0,96,0,0,0,3,,Oct,2008,179900
1-STORY PUD 1946+,RL,34,5001,,Lvl,Inside,0,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,Stone,166,4,3,PConc,4,3,0,6,904,1,0,410,1314,GasA,5,1,5,1314,0,1314,Attchd,2008,2,2,626,3,2,172,62,0,0,0,0,0,0,,July,2009,230000
1-STORY 1946+,RL,92,11932,,Lvl,FR2,0,1Fam,1Story,8,5,2007,2008,Gable,CompShg,Stone,186,4,3,PConc,4,3,0,1,0,1,0,1580,1580,GasA,5,1,5,1580,0,1580,Attchd,2008,2,3,830,3,2,0,24,0,0,0,0,0,0,,June,2008,235128
2-STORY 1946+,RL,76,9120,,Lvl,Inside,0,1Fam,2Story,6,6,1974,1974,Hip,CompShg,BrkFace,270,4,3,CBlock,3,3,0,5,442,1,0,459,901,GasA,3,1,5,943,933,1876,Attchd,1974,2,2,540,4,2,0,69,0,0,0,0,0,0,,July,2008,185000
2-STORY PUD 1946+,RL,24,2280,,Lvl,Inside,0,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,None,0,3,3,CBlock,4,3,0,5,311,1,0,544,855,GasA,2,1,5,855,601,1456,Attchd,1978,1,2,440,3,2,26,0,0,0,0,0,0,0,,July,2010,146000
1-STORY 1946+,RL,,14778,,Low,CulDSac,0,1Fam,1Story,6,7,1954,2006,Hip,CompShg,BrkFace,72,4,3,CBlock,3,3,0,4,728,1,0,568,1296,GasA,5,1,5,1640,0,1640,Detchd,1993,1,2,924,3,2,108,0,0,216,0,0,0,0,,Nov,2008,224000
1-STORY 1946+,RL,109,8724,,Lvl,Inside,0,1Fam,1Story,5,5,1968,1968,Gable,CompShg,None,0,3,3,CBlock,4,3,0,4,492,1,0,402,894,GasA,4,1,5,894,0,894,Attchd,1968,3,2,450,3,2,0,0,0,0,0,0,0,0,,May,2007,129000
DUPLEX,RL,60,12900,,Lvl,Inside,0,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,None,0,3,3,CBlock,4,3,2,6,1198,1,0,0,1198,GasA,3,1,5,1258,0,1258,CarPort,1969,1,2,400,2,2,120,0,0,0,0,0,0,0,,Jan,2008,108959
SPLIT OR MULTI-LEVEL,RL,,16157,,Lvl,FR2,0,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,None,0,3,3,PConc,4,3,3,5,680,3,391,289,1360,GasA,5,1,5,1432,0,1432,Attchd,1978,1,2,588,3,2,168,180,0,0,0,0,0,0,,June,2007,194000
1-STORY 1946+,RL,79,9541,,Lvl,Inside,0,1Fam,1Story,7,5,2009,2009,Gable,CompShg,Stone,268,4,3,PConc,4,3,0,1,0,1,0,1502,1502,GasA,5,1,5,1502,0,1502,Attchd,2009,2,2,644,3,2,0,114,0,0,0,0,0,0,,Sept,2009,233170
1-STORY 1946+,RL,64,10475,,Lvl,Corner,0,1Fam,1Story,8,5,2008,2008,Gable,CompShg,Stone,72,4,3,PConc,4,3,2,1,0,1,0,1694,1694,GasA,5,1,5,1694,0,1694,Attchd,2008,2,3,776,3,2,160,33,0,0,0,0,0,0,,Feb,2010,245350
